"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NAICS_2","SITESELECTION_LATITUDE2","SITESELECTION_LONGITUDE2","SITESELECTION_NAICS2_2","DataSource"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","4975608",NA,NA,NA,NA,NA,NA,NA,"INDUSTRIAL PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","4975608",NA,NA,NA,NA,NA,NA,NA,"RECLAIMED FROM CLARIFIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5092611",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5092611",NA,NA,NA,NA,NA,NA,NA,"INDUSTRIAL PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5092611",NA,NA,NA,NA,NA,NA,NA,"RECLAIMED FROM CLARIFIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5092611",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO ASPHALT PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5208106",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5208106",NA,NA,NA,NA,NA,NA,NA,"INDUSTRIAL PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5208106",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5430431",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5430431",NA,NA,NA,NA,NA,NA,NA,"INDUSTRIAL PROCESSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5430431",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO ASPHALT PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5574624",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5574624",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5717786",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5857566",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5857566",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5999960",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","5999960",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6168444",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6168444",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO ASPHALT PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6324969",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6468671",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6607490",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6607490",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6747688",NA,NA,NA,NA,NA,NA,NA,"DUST CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-214139.0000",NA,NA,"14-214139.0000","6747688",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-400223.0000",NA,NA,"14-400223.0000","4693023",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PINAL AMA",NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"14-400223.0000",NA,NA,"14-400223.0000","4863741",NA,NA,NA,NA,NA,NA,NA,"SUPPLIED TO WASH PLANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PINAL AMA",NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
