"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NAICS_2","SITESELECTION_LATITUDE2","SITESELECTION_LONGITUDE2","SITESELECTION_NAICS2_2","DataSource"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4595859",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4670226",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4670226",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4842928",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4842928",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4958360",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","4958360",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5076229",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5076229",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5192345",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5192345",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5415323",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5415323",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5559257",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5559257",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5701547",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5701547",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5838481",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5838481",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5979781",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","5979781",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6149329",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6149329",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6306037",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6306037",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6450101",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6450101",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6589205",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6589205",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6731244",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6731244",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6862807",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6862807",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6997876",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","6997876",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","7139304",NA,NA,NA,NA,NA,NA,NA,"DAIRY OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","AG",NA,"arnold anglin dairy",NA,NA,"17-217042.0000","7139304",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX AMA",NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"asarco grupo mexico mission",NA,NA,"11-611001.0000","4461284",NA,NA,NA,NA,NA,NA,NA,"EQUIPMENT WASHING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TUCSON AMA",NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"asarco grupo mexico mission",NA,NA,"11-611001.0000","4612739",NA,NA,NA,NA,NA,NA,NA,"DOMESTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TUCSON AMA",NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"asarco grupo mexico mission",NA,NA,"11-611001.0000","4612739",NA,NA,NA,NA,NA,NA,NA,"EQUIPMENT WASHING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TUCSON AMA",NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
"AZ",NA,"GW","MI",NA,"asarco grupo mexico mission",NA,NA,"11-611001.0000","4612739",NA,NA,NA,NA,NA,NA,NA,"MILLING OPERATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TUCSON AMA",NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/AZ/2000-2018_Industrial Data_Redacted.xlsx$Non-Turf Facilities"
