"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NAICS_2","SITESELECTION_LATITUDE2","SITESELECTION_LONGITUDE2","SITESELECTION_NAICS2_2","DataSource"
"LA","NA","NA",NA,"NA","air products and chemicals incorporated geismar and addis plants","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"32512","2813","NA","NA","NA","NA",NA,NA,"NA",NA,"9555 La Hwy 1 South","NA","NA",NA,NA,"NA",NA,NA,"30.324444440000001","-91.252222219999993","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","air products and chemicals incorporated orleans parish","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"325311","2873","NA","NA","NA","NA",NA,NA,"NA",NA,"14700 Intracoastal Drive","NA","NA",NA,NA,"NA",NA,NA,"30.032222220000001","-89.896388889999997","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","air products baton rouge","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"32512","2813","NA","NA","NA","NA",NA,NA,"NA",NA,"2 Gulf States Road","NA","NA",NA,NA,"NA",NA,NA,"30.493888890000001","-91.188333330000006","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","alcoa incorporated lake charles carbon company","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"331312","3334, 3624","NA","NA","NA","NA",NA,NA,"NA",NA,"C(""3943 Granger Rd."", """")","NA","NA",NA,NA,"NA",NA,NA,"30.123611109999999","-93.296111109999998","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","allen parish natural gas extraction","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","1381","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","allens incorporated bankrupt 7 30 2012 site for sale","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"31142","2033","NA","NA","NA","NA",NA,NA,"NA",NA,"1581 Hwy 114","NA","NA",NA,NA,"NA",NA,NA,"31.08472222","-92.186111109999999","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","alma plantation l l c","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"311311","2061","NA","NA","NA","NA",NA,NA,"NA",NA,"Hwy 416","NA","NA",NA,NA,"NA",NA,NA,"30.593611110000001","-91.391111109999997","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","almatis burnside limited liability corporation","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"325131","2819","NA","NA","NA","NA",NA,NA,"NA",NA,"La Hwy 22 At La Hwy 44","NA","NA",NA,NA,"NA",NA,NA,"30.130833330000002","-90.920555559999997","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","alon refining krotz springs incorporated","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"32411","2911","NA","NA","NA","NA",NA,NA,"NA",NA,"356 Levee Road Hwy. 105 South","NA","NA",NA,NA,"NA",NA,NA,"30.53388889","-91.752222219999993","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","amax metals recovery incorporated","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"331411","3339, 3331","NA","NA","NA","NA",NA,NA,"NA",NA,"Hwy 3137","NA","NA",NA,NA,"NA",NA,NA,"29.869166669999998","-89.974999999999994","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","ambar lone star abbeville facility purchases water","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"325211","5051, 5084","NA","NA","NA","NA",NA,NA,"NA",NA,"Plant - 9729 Exon Road","NA","NA",NA,NA,"NA",NA,NA,"29.8","-92.3","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","americas styrenics limited liability corporation","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"311311","2821","NA","NA","NA","NA",NA,NA,"NA",NA,"9901 Hwy 18","NA","NA",NA,NA,"NA",NA,NA,"29.985277780000001","-90.829166670000006","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","andino energy enterprises limited liability corporation","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","2061","NA","NA","NA","NA",NA,NA,"NA",NA,"5354 Saint James Coop St.","NA","NA",NA,NA,"NA",NA,NA,"29.993888890000001","-90.847222220000006","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","angelle concrete group limited liability corporation","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"2620 Sw Evangeline","NA","NA",NA,NA,"NA",NA,NA,"30.230555559999999","-92.013888890000004","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","NA","NA",NA,"NA","angelle concrete incorporated crowley plant","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"1623 Hwy 90 West","NA","NA",NA,NA,"NA",NA,NA,"30.2","-92.389722219999996","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"ge power and water intake for angus chemical",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",1.3699,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"ge power and water intake for angus chemical",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",1.3699,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"ge power and water intake for angus chemical",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",1.3699,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"ge power and water intake for angus chemical",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",1.7739,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"ge power and water intake for angus chemical",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",1.6231,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"intake on ouachita river 2587",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",1994,0.645,0.653,0.675,0.714,0.675,0.645,0.645,0.653,0.667,0.675,0.653,0.645,"mgd","NA",0.662,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"intake on ouachita river 2587",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",0.662,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"intake on ouachita river 2587",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",0.662,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
"LA","WD","SW","IN","NA","angus chemical company","NA",NA,"92207301817","NA",NA,"intake on ouachita river 2587",NA,"92207301817",NA,"NA","NA","NA","8040207","8040207","8040207",NA,NA,"lower ouachita",NA,"NA","NA","Ouachita Parish",NA,NA,"NA",NA,NA,"32.6834713455619","-92.0792997132227","NAD27",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgd","NA",0.662,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712"
