"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","10289","6","NA",NA,"NA",NA,"311615","2015","Hoovers","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.720643","-75.287794","NA",2007,0,0,0,0,0,0,0,0,0,0,0,0,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_modified.xlsx$DE_IN_facility_list, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","211079","7","NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.722526","-75.287141","NA",2007,3652543,2347543,4348376,4937941,13108978,8568568,5440288,10257207,5887408,8172211,7160709,7294626,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","34899","1","NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.721112","-75.28744","NA",2007,0,0,0,0,0,0,0,0,0,0,0,0,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","34900","2","NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.720133","-75.286731","NA",2007,8140957,8140957,8140957,5741683,7937689,9389832,11278566,6500793,10191892,8022889,6880691,7324574,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","38010","4","NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.720672","-75.286432","NA",2007,10524000,8058900,7884267,11007467,6851333,6960900,8858026,10376900,7722300,8365600,7200100,7900900,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","40173","5","NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.721324","-75.286742","NA",2007,11511500,7383600,8766400,10571909,7558000,7782700,9285120,11139100,8697000,9276200,8018600,8833300,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"89-0002AM1","48815","3","NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","19951","NA",NA,NA,"NA",NA,NA,"38.721944","-75.287778","NA",2007,1078095,1107100,1460190,1221480,1183020,1039640,1057020,1168290,984530,1060870,1170920,1176020,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/IndustrialWaterUse_modified.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use, /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses, /DE/IndustrialWaterUse_modified.xlsx$Addresses, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"187000","89-0002AM2",NA,"NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","NA","NA",NA,NA,"NA",NA,NA,"38.722526","-75.287141","NA",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7160709,NA,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/WaterUse_2004-2019_all_categories.xlsx$Sheet1, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"187001","89-0002AM2",NA,"NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","NA","NA",NA,NA,"NA",NA,NA,"38.722526","-75.287141","NA",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7294626,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/WaterUse_2004-2019_all_categories.xlsx$Sheet1, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"DE","WD","GW","IN","NA","allen harim foods limited liability company","NA",NA,"187002","89-0002AM2",NA,"NA",NA,"NA",NA,"311615","2015","NA","NA","NA","NA",NA,NA,"NA",NA,"18752 Harbeson Road","NA","NA",NA,NA,"NA",NA,NA,"38.722526","-75.287141","NA",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,8172211,NA,NA,"gal","NA",5.25e+08,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/DE/WaterUse_2004-2019_all_categories.xlsx$Sheet1, /DE/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
