"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","DataSource"
"OH","RL","SW","IN","NA","8856 10861","NA",NA,"939800010010860","NA",NA,"939000000008856",NA,"939800010010860",NA,"NA","3429","Hardware, Not Elsewhere Classified","4100007","4100007","4100007",NA,NA,"auglaize",NA,"517 N. Broadway St.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",329,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8857 10863","NA",NA,"939800010010862","NA",NA,"939000000008857",NA,"939800010010862",NA,"NA","3519","Internal Combustion Engines, Not Elsewhere Classified","4100007","4100007","4100007",NA,NA,"auglaize",NA,"1155 Bible Rd.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",3562,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8857 10864","NA",NA,"939800010010863","NA",NA,"939000000008857",NA,"939800010010863",NA,"NA","3519","Internal Combustion Engines, Not Elsewhere Classified","4100007","4100007","4100007",NA,NA,"auglaize",NA,"1155 Bible Rd.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",274,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8859 10867","NA",NA,"939800010010866","NA",NA,"939000000008859",NA,"939800010010866",NA,"NA","3559","Special Industry Machinery, Not Elsewhere Classified","4100007","4100007","4100007",NA,NA,"auglaize",NA,"2801 St. Johns Rd.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",11,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8860 10869","NA",NA,"939800010010868","NA",NA,"939000000008860",NA,"939800010010868",NA,"NA","3469","Metal Stampings, Not Elsewhere Classified","4100007","4100007","4100007",NA,NA,"auglaize",NA,"1150 N. Cable Rd.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",18,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8861 10871","NA",NA,"939800010010870","NA",NA,"939000000008861",NA,"939800010010870",NA,"NA","2842","Specialty Cleaning, Polishing, and Sanitation Preparations","4100007","4100007","4100007",NA,NA,"auglaize",NA,"Mumaugh And Reservior","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",658,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8862 10873","NA",NA,"939800010010872","NA",NA,"939000000008862",NA,"939800010010872",NA,"NA","3537","Industrial Trucks, Tractors, Trailers, and Stackers","4100004","4100004","4100004",NA,NA,"st marys",NA,"424 W. Monroe St.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",25,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","RL","SW","IN","NA","8862 10874","NA",NA,"939800010010873","NA",NA,"939000000008862",NA,"939800010010873",NA,"NA","3537","Industrial Trucks, Tractors, Trailers, and Stackers","4100004","4100004","4100004",NA,NA,"st marys",NA,"424 W. Monroe St.","NA","ALLEN",NA,NA,"NA",NA,NA,"NA","NA","NA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",3,"mgal","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008851","NA",NA,"939000000008851","NA",NA,"vistron corporation sohio chem company",NA,"939000000008851",NA,"NA","2869","Industrial Organic Chemicals, Not Elsewhere Classified","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"Ft.amanda And Adgate R",NA,NA,"40.7167172201421","-84.135781746157","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",8054,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008852","NA",NA,"939000000008852","NA",NA,"standard oil company",NA,"939000000008852",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"1150 S. Metcalf St.",NA,NA,"40.7197728101738","-84.1357817808794","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",15244,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008853","NA",NA,"939000000008853","NA",NA,"ohio decorative products",NA,"939000000008853",NA,"NA","3471","Electroplating, Plating, Polishing, Anodizing, and Coloring","41000070","4100007020","41000070204",NA,NA,"sixmile creek auglaize river",NA,"NA","NA","ALLEN",NA,NA,"220 S. Elizabeth St.",NA,NA,"40.7031046122881","-84.3543972749245","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",241,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008856","NA",NA,"939000000008856","NA",NA,"hayes albion corporation",NA,"939000000008856",NA,"NA","3429","Hardware, Not Elsewhere Classified","41000070","4100007020","41000070204",NA,NA,"sixmile creek auglaize river",NA,"NA","NA","ALLEN",NA,NA,"517 N. Broadway St.",NA,NA,"40.7083824279798","-84.3552306700483","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",362,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008857","NA",NA,"939000000008857","NA",NA,"ford motor company",NA,"939000000008857",NA,"NA","3519","Internal Combustion Engines, Not Elsewhere Classified","41000070","4100007050","41000070501",NA,NA,"sugar creek",NA,"NA","NA","ALLEN",NA,NA,"1155 Bible Rd.",NA,NA,"40.7806067909948","-84.0885581884408","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",4219,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008859","NA",NA,"939000000008859","NA",NA,"national standard company",NA,"939000000008859",NA,"NA","3559","Special Industry Machinery, Not Elsewhere Classified","41000070","4100007040","41000070401",NA,NA,"little ottawa river",NA,"NA","NA","ALLEN",NA,NA,"2801 St. Johns Rd.",NA,NA,"40.6950505172745","-84.0899468386719","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",12,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008860","NA",NA,"939000000008860","NA",NA,"lima register company",NA,"939000000008860",NA,"NA","3469","Metal Stampings, Not Elsewhere Classified","41000070","4100007040","41000070402",NA,NA,"dug run ottawa river",NA,"NA","NA","ALLEN",NA,NA,"1150 N. Cable Rd.",NA,NA,"40.7583842390968","-84.1441155870987","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",20,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008861","NA",NA,"939000000008861","NA",NA,"proctor and gamble manufacturing company",NA,"939000000008861",NA,"NA","2842","Specialty Cleaning, Polishing, and Sanitation Preparations","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"Mumaugh And Reservior",NA,NA,"40.7472736305103","-84.0335568276959","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",694,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","SW","IN","NA","939000000008862","NA",NA,"939000000008862","NA",NA,"crown controls corporation",NA,"939000000008862",NA,"NA","3537","Industrial Trucks, Tractors, Trailers, and Stackers","41000040","4100004010","41000040104",NA,NA,"kopp creek",NA,"NA","NA","ALLEN",NA,NA,"424 W. Monroe St.",NA,NA,"40.4389363573417","-84.3846730043324","NAD27",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Estimated",30,"gal per day","Estimated",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","NA","939000000009546","NA",NA,"939000000009546","NA",NA,"bp oil company allen company well",NA,"939000000009546",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"1150 S Metcalf St",NA,NA,"40.7139394162503","-84.1346705709661","NAD27",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Metered",1437110,"gal per day","Metered",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","NA","939000000009560","NA",NA,"939000000009560","NA",NA,"the bluffton stone company",NA,"939000000009560",NA,"NA","3274","Lime","41000080","4100008040","41000080404",NA,NA,"middle riley creek",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.8833857401099","-83.891606768664","NAD27",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Metered",958822,"gal per day","Metered",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2006,0.8129,0.8129,0.8129,0.813,0.8129,0.813,0.8129,0.8129,0.813,0.8129,0.813,0.8129,"mgd","NA",0.8129,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2005,0.9474,0.9475,0.9474,0.9473,0.9474,0.9473,0.8039,0.8039,0.8037,0.8039,0.8037,0.8039,"mgd","NA",0.875,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2010,0.9139,0.9139,0.9139,0.914,0.9139,0.914,0.9139,0.9139,0.914,0.9139,0.914,0.9139,"mgd","NA",0.9139,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2015,0.5339,0.6414,0.6371,1.1353,1.1842,1.1487,1.2148,1.2677,1.1343,0.6755,0.7363,0.7358,"mgd","NA",0.9214,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2009,0.9519,0.9521,0.9519,0.952,0.9519,0.952,0.9519,0.9197,0.952,0.9519,0.952,0.9519,"mgd","NA",0.9492,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2014,0.6281,0.6311,0.3906,1.048,1.3113,1.309,1.3294,1.3013,1.2747,0.7674,0.741,0.7326,"mgd","NA",0.9565,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2008,0.9681,0.9679,0.9681,0.968,0.9681,0.968,0.9681,0.9681,0.968,0.9681,0.968,0.9681,"mgd","NA",0.968,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2007,0.9826,0.9793,0.9826,0.9827,0.9826,0.9827,0.9826,0.9826,0.9827,0.9826,0.9827,0.9826,"mgd","NA",0.9825,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2011,1.1306,1.1307,1.1306,1.1307,1.1306,1.1307,1.1306,1.1306,1.1307,1.1306,1.1307,1.1306,"mgd","NA",1.1307,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2012,1.1584,1.1583,1.1584,1.1583,1.1584,1.1583,1.1584,1.1584,1.1583,1.1584,1.1583,1.1584,"mgd","NA",1.1584,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2013,1.2177,1.2179,1.2177,1.2177,1.2177,1.2177,1.2177,1.2177,1.2177,1.2177,1.2177,1.2177,"mgd","NA",1.2177,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2016,0.8097,0.8721,0.7645,0.8373,1.4532,1.6187,1.7429,1.8732,1.8143,1.3787,1.329,1.4461,"mgd","NA",1.33,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2018,1.4277,1.4979,1.4455,1.8417,1.84,1.842,1.8419,1.8403,1.1093,0.0281,0.656,0.7706,"mgd","NA",1.3436,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2017,1.359,1.4975,1.4442,1.9187,1.9,1.9187,1.9187,1.9187,1.9163,1.4461,1.446,1.4368,"mgd","NA",1.6768,"mgd","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
"OH","WD","GW","IN","FALSE","bp oil company allen company well","NA",NA,"404250084080500","NA",NA,"allen 00386 aggregate gw",NA,"404250084080500",NA,"NA","2911","Petroleum Refining","41000070","4100007030","41000070306",NA,NA,"lima reservoir ottawa river",NA,"NA","NA","ALLEN",NA,NA,"NA",NA,NA,"40.7138888888889","-84.1347222222222","NAD83",2019,12.69,12.24,13.19,36.68,39.1,38.3,40.14,41.12,34.65,2.47,1.04,4.18,"mgal","NA",275.8,"mgal","NA",NA,"39003","natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, CountyFIPS.csv"
