"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected"
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2000,91.64,94.354,113.876,52.47,46.09,71.41,47.08,76.81,46.107,47.643,57.7,67,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2001,47.94,59.645,68.165,2077.77,2131.81,2187.93,69.1,53.12,53.25,39.425,29.745,26.7,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2002,23.27,27.57,24.56,51.33,61.83,41.78,43.36,55.69,38.1,38.48,41.71,27.86,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2003,40.47,32.376,24.282,48.5,36.36,49.69,56.9,46.18,44.052,32.695,33.683,31.104,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2004,23.4,28.3,38.18,3550.59,3589.38,3621,58.67,119.58,47.83,45.44,36.49,34.77,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2005,96.18,44.07,53.87,37.72,24.33,32.19,82.46,101.62,92.22,56.92,57.98,58.02,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2006,67.74,63.95,56.17,60.97,48.96,68.188,86.272,65.449,85.491,57.4,84.77,66.5,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2007,96.63,65.05,69.12,60.784,62.816,72.592,105.26,125.49,64.04,67.57,67.13,70.04,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2008,70.25,78.81,52.85,77.89,77.73,91.67,104.82,104.81,91.88,57.94,52.17,42.49,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2009,76.05,72.662,25.434,51.614,47.79,62.09,87.24,81.221,48.069,83.16,41.38,46.49,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2010,58.23,30.73,40.66,52.32,86.39,79.62,81,97.55,76.72,46.5,71.28,38.65,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2011,64.61,42.98,59.74,55.24,55.88,74.44,72.62,81.09,93.4,65.05,37.01,41.53,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2012,79.9,27.98,39.03,6.042,6.833,5.78,5.873,5.422,5.125,5.731,4.693,2.588,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2013,5.188,9.17,4.771,9.992,4.929,3.654,3.562,3.52,3.894,4.784,4.808,4.408,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2014,3.92,4.646,4.678,4.734,4.441,4.37,3.839,4.147,3.97,3.89,4.128,4.045,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2015,4.311,3.959,4.717,4.676,4.178,4.923,4.104,4.107,4.221,4.367,3.693,3.807,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2016,4.311,4.665,4.918,4.94,4.655,4.667,4.182,3.844,3.646,4.173,3.254,3.207,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2017,4.978,1.978,4.116,4.174,5.091,3.616,3.268,4.601,2.914,3.984,3.895,3.292,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2018,4.052,4.096,3.808,3.943,3.62,2.531,2.502,2.924,3.101,4.232,1.583,1.654,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2019,2.859,3.086,1.311,8.791,1.682,3.23,2.975,3.522,3.774,4.662,3.971,3.819,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"on site well",NA,"20136-S01",NA,"NA","2661","Bedrock Well",NA,NA,NA,NA,NA,"on site well",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2020,10.415,4.794,4.128,13.004,8.799,5.389,NA,NA,NA,NA,NA,NA,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","SW","IN",NA,"3m corporation","3m corporation",NA,"NH0000167",NA,NA,"winnipesaukee river",NA,"20136-S02",NA,"NA","2661","River",NA,NA,NA,NA,NA,"winnipesaukee river",NA,"Manville Rd","Tilton",NA,"NH",NA,NA,NA,NA,"43.458333","71.545278",NA,2000,4499.29,4314.64,4276.86,4087.09,4372.31,4159.33,1970.38,4562.05,4143.68,3911.94,5478.96,4646.063,"thousand gallons","Metered",NA,NA,NA,NA
