"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected"
"OK",NA,"GW",NA,NA,"1949 limited partnership",NA,NA,"19950606",NA,NA,NA,NA,"4008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,"35.62272362","-97.50606354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"2400 grand boulevard limited liability corporation",NA,NA,"19551303",NA,NA,NA,NA,"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2092",NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,"35.5467215","-97.5575825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"2kb farms",NA,NA,"19541404",NA,NA,NA,NA,"47039",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1083",NA,NA,NA,"Caddo",NA,NA,NA,NA,NA,"35.38109769","-98.54851076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 j farms incorporated",NA,NA,"19560859",NA,NA,NA,NA,"16045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Cimarron",NA,NA,NA,NA,NA,"36.5659392","-102.88428163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 j farms incorporated",NA,NA,"19570371",NA,NA,NA,NA,"49584",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Cimarron",NA,NA,NA,NA,NA,"36.56591676","-102.87538049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 j farms incorporated",NA,NA,"19930616A",NA,NA,NA,NA,"60513",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Cimarron",NA,NA,NA,NA,NA,"36.5713585","-102.891031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 k farms",NA,NA,"19820789",NA,NA,NA,NA,"18880",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1083",NA,NA,NA,"Custer",NA,NA,NA,NA,NA,"35.7643255","-99.0100875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 point ranch limited liability corporation",NA,NA,"19640930",NA,NA,NA,NA,"38273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.98083116","-102.02704356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 point ranch limited liability corporation",NA,NA,"19680198",NA,NA,NA,NA,"9085",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.9734025","-102.004778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"3 point ranch limited liability corporation",NA,NA,"19940664",NA,NA,NA,NA,"25168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.98614105","-102.00916484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"4 m properties limited liability corporation",NA,NA,"20120576",NA,NA,NA,NA,"63058",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Garvin",NA,NA,NA,NA,NA,"34.73147444","-97.26072776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"4 red cattle company",NA,NA,"19750668",NA,NA,NA,NA,"47106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2053",NA,NA,NA,"Beaver",NA,NA,NA,NA,NA,"36.70979968","-100.65231038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"4 s ranch limited liability corporation",NA,NA,"19730456B",NA,NA,NA,NA,"35458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2092",NA,NA,NA,"Kingfisher",NA,NA,NA,NA,NA,"35.91209451","-97.68106927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"4 s ranch limited liability corporation",NA,NA,"19790565",NA,NA,NA,NA,"37110",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2092",NA,NA,NA,"Logan",NA,NA,NA,NA,NA,"35.91212816","-97.65196143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"4k limited liability corporation",NA,NA,"19970572",NA,NA,NA,NA,"36515",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Delaware",NA,NA,NA,NA,NA,"36.1715635","-94.9191155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"5r farm limited liability corporation",NA,NA,"19680003B",NA,NA,NA,NA,"19311",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.7847955","-101.466708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"5r farm limited liability corporation",NA,NA,"19680175",NA,NA,NA,NA,"27241",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.81583344","-101.47814325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"5r farm limited liability corporation",NA,NA,"19680176",NA,NA,NA,NA,"23383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.7994715","-101.4847815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"5r farm limited liability corporation",NA,NA,"19950528",NA,NA,NA,NA,"38558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.74669195","-101.50011219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"5r farm limited liability corporation",NA,NA,"20030572",NA,NA,NA,NA,"52243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.7847955","-101.466708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"5r farm limited liability corporation",NA,NA,"20070573",NA,NA,NA,NA,"55860",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.7994715","-101.4847815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"7725 reno 1 limited liability corporation",NA,NA,"19551512",NA,NA,NA,NA,"3203",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2051",NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,"35.46709466","-97.63975116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"7725 reno 1 limited liability corporation",NA,NA,"19600164",NA,NA,NA,NA,"10771",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2051",NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,"35.46521173","-97.65302846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"7725 reno 1 limited liability corporation",NA,NA,"20000511",NA,NA,NA,NA,"16420",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,"35.46525381","-97.64417316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19580133",NA,NA,NA,NA,"18139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.6215545","-99.4447475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19580158",NA,NA,NA,NA,"20762",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.62071513","-99.45015634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19580159",NA,NA,NA,NA,"21550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.63512538","-99.43676829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19580162",NA,NA,NA,NA,"17776",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.59439392","-99.43606553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19580163",NA,NA,NA,NA,"27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.59893281","-99.43272625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19610171",NA,NA,NA,NA,"2464",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Custer",NA,NA,NA,NA,NA,"35.66424983","-99.36376942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19750514",NA,NA,NA,NA,"45620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.61432819","-99.43136485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19810766",NA,NA,NA,NA,"47823",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.64520318","-99.43339885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"a cross ranch limited",NA,NA,"19810791B",NA,NA,NA,NA,"28903",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA,NA,NA,"Roger Mills",NA,NA,NA,NA,NA,"35.56543202","-99.50309152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abbott dalton",NA,NA,"19750517",NA,NA,NA,NA,"37805",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1082",NA,NA,NA,"Caddo",NA,NA,NA,NA,NA,"35.09424456","-98.16047637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernathy joe",NA,NA,"19540331",NA,NA,NA,NA,"17381",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.5905827","-99.77587094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernathy larry d",NA,NA,"19551543A",NA,NA,NA,NA,"26901",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1151",NA,NA,NA,"Tillman",NA,NA,NA,NA,NA,"34.4401345","-99.2077645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy benny joe",NA,NA,"19510048",NA,NA,NA,NA,"40337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.58603804","-99.82744753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy benny joe",NA,NA,"19530480",NA,NA,NA,NA,"29589",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.58327578","-99.81095269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy benny joe",NA,NA,"19540264",NA,NA,NA,NA,"35413",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.5832921","-99.81974851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy gary and theresa",NA,NA,"19530831",NA,NA,NA,NA,"36174",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,"34.48588528","-99.72922725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy gary and theresa",NA,NA,"19560260",NA,NA,NA,NA,"8867",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,"34.49131538","-99.74242262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy gary and theresa",NA,NA,"19750821",NA,NA,NA,NA,"13984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,"34.48046788","-99.72921638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abernethy gary and theresa",NA,NA,"19770758",NA,NA,NA,NA,"13608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,"34.48408175","-99.7336055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abner mitchell and cheryl",NA,NA,"19810896D",NA,NA,NA,NA,"30076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2063",NA,NA,NA,"Dewey",NA,NA,NA,NA,NA,"36.0244025","-98.7907915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abraham revocable trusts akram r and vivian e",NA,NA,"19520125",NA,NA,NA,NA,"23970",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.6571245","-99.9527875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abraham revocable trusts akram r and vivian e",NA,NA,"19520577",NA,NA,NA,NA,"226",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.67529788","-99.87579927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abraham revocable trusts akram r and vivian e",NA,NA,"19530692",NA,NA,NA,NA,"3624",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.68795938","-99.86060465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abraham revocable trusts akram r and vivian e",NA,NA,"19590038",NA,NA,NA,NA,"30485",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.64811909","-99.96592441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abraham revocable trusts akram r and vivian e",NA,NA,"20050529B",NA,NA,NA,NA,"60241",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Harmon",NA,NA,NA,NA,NA,"34.6571245","-99.9527875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"absentee shawnee tribe",NA,NA,"20090568",NA,NA,NA,NA,"60063",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,"Cleveland",NA,NA,NA,NA,NA,"35.23502998","-97.20645398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"abshire dick",NA,NA,"19870506",NA,NA,NA,NA,"6332",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2092",NA,NA,NA,"Blaine",NA,NA,NA,NA,NA,"36.09669154","-98.53546113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"achille city of",NA,NA,"19650365",NA,NA,NA,NA,"50403",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1070",NA,NA,NA,"Bryan",NA,NA,NA,NA,NA,"33.83465694","-96.39209024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"achin acres limited",NA,NA,"19640258",NA,NA,NA,NA,"2317",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2054",NA,NA,NA,"Texas",NA,NA,NA,NA,NA,"36.9473735","-101.51307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"acme brick company",NA,NA,"19690216",NA,NA,NA,NA,"14595",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2051",NA,NA,NA,"Seminole",NA,NA,NA,NA,NA,"35.1964925","-96.6139705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"acme brick company",NA,NA,"19830617",NA,NA,NA,NA,"37600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2051",NA,NA,NA,"Seminole",NA,NA,NA,NA,NA,"35.18744657","-96.54359496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OK",NA,"GW",NA,NA,"acme brick company o k p",NA,NA,"19830626",NA,NA,NA,NA,"34452",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2070",NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,"35.60272147","-97.50824688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
