"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","DataSource"
"MN","WD","SW","IR",NA,"godward wild rice farms","kosbau","NA","1968-0374","T48N-R26W-S17",NA,"3",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"county ditch 22","NA","county ditch 22","mississippi river brainerd",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.64,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","kosbau","NA","1968-0374","T48N-R26W-S17",NA,"2",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"county ditch 22","NA","county ditch 22","mississippi river brainerd",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.275,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","main farm upper lower leroy","NA","1972-0882","T48N-R26W-S18",NA,"1",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"little willow river","NA","little willow river","mississippi river brainerd",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","main farm smut 49 exc","NA","1974-3115","T48N-R26W-S18",NA,"1",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"little willow river","NA","little willow river","mississippi river brainerd",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","kosbau","NA","1968-0374","T48N-R26W-S8",NA,"1",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"county ditch 22","NA","county ditch 22","mississippi river brainerd",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.38,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","kosbau","NA","1968-0374","T48N-R26W-S9",NA,"4",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"county ditch 22","NA","county ditch 22","mississippi river brainerd",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","harrison hart","NA","1972-0059","T49N-R24W-S6",NA,"1",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"county ditch 88","NA","county ditch 88","mississippi river grand rapids",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"godward wild rice farms","harrison","NA","1969-1351","T49N-R25W-S1",NA,"1",NA,"NA","NA",NA,NA,"Wild Rice Irrigation",NA,NA,NA,"county ditch 88","NA","county ditch 88","mississippi river grand rapids",NA,NA,"AITKIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goebel thomas a","NA","NA","1977-6288","T27N-R21W-S11",NA,"408186",NA,"408186","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"opcj","prairie du chien jordan","opcj","mississippi river twin cities",NA,NA,"WASHINGTON",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goebel thomas a","NA","NA","1977-6510","T27N-R21W-S2",NA,"1",NA,"408185","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"opcj","prairie du chien jordan","opcj","mississippi river twin cities",NA,NA,"WASHINGTON",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"goeden gregg","NA","NA","1981-1133","T134N-R36W-S14",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","redeye river",NA,NA,"OTTER TAIL",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.238,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner brian","pivot 5","NA","1977-3341","T34N-R29W-S21",NA,"1",NA,"107247","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"goenner edward e","NA","NA","1976-3402","T33N-R29W-S4",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"mississippi river","NA","mississippi river","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner glenn goenner glenn","NA","NA","1968-0004","T34N-R29W-S21",NA,"1",NA,"225803","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.331,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner glenn goenner glenn","NA","NA","1977-3029","T34N-R29W-S5",NA,"1",NA,"456980","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner glenn goenner glenn","NA","NA","1986-3151","T34N-R29W-S5",NA,"1",NA,"416788","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.743,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner glenn goenner glenn","NA","NA","1986-3151","T34N-R29W-S5",NA,"2",NA,"416789","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.488,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner joel","joel","hammer tom","1977-3741","T34N-R29W-S4",NA,"1",NA,"401402","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.232,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner michael","gl","hammer tom","1977-3313","T34N-R30W-S12",NA,"1",NA,"456994","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.08,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"goenner michael","3 4 goenner","hammer tom","1977-3112","T34N-R30W-S14 NENW",NA,"1",NA,"NA","71015300",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"clear","NA","clear","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner michael goenner rich","NA","NA","1992-3172","T34N-R30W-S14",NA,"1",NA,"476324","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner ralph goenner lucille","NA","goenner larry","1976-3275","T35N-R30W-S36",NA,"1",NA,"229500","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.667,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner ralph goenner lucille","NA","goenner larry","1976-3275","T35N-R30W-S36",NA,"2",NA,"456933","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.569,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goenner wallace","NA","nelson pease distributing","1991-4026","T119N-R30W-S27",NA,"1",NA,"164584","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","north fork crow river",NA,NA,"MEEKER",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goerdt david goerdt michael","NA","NA","1977-3308","T125N-R34W-S11",NA,"1",NA,"129235","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","sauk river",NA,NA,"STEARNS",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goertz rockne and timothy klosner","NA","NA","1977-3407","T35N-R21W-S34",NA,"1",NA,"255634","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","lower st croix river",NA,NA,"CHISAGO",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"gold n plump poultry limited liability corporation","east campus","gnp company","1985-3075","T123N-R30W-S14",NA,"1 400359",NA,"400359","NA",NA,NA,"Mine Processing (excludes sand/gravel)",NA,NA,NA,"qwta","water table","qwta","sauk river",NA,NA,"STEARNS",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.505,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"golden acres golf","NA","NA","1988-6016","T119N-R23W-S2",NA,"1",NA,"434340","NA",NA,NA,"Golf Course Irrigation",NA,NA,NA,"cfrn","tunnel city","cfrn","mississippi river twin cities",NA,NA,"HENNEPIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.911,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"golden gerald","NA","NA","1978-3248","T38N-R31W-S10",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","mississippi river sartell",NA,NA,"BENTON",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"golden valley city of","brookview golf course","NA","1989-6069","T118N-R21W-S31",NA,"1",NA,"455795","NA",NA,NA,"Golf Course Irrigation",NA,NA,NA,"opcj","prairie du chien jordan","opcj","mississippi river twin cities",NA,NA,"HENNEPIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW",NA,NA,"golden valley city of","NA","NA","1987-6098","T118N-R21W-S32",NA,"1",NA,"241384","NA",NA,NA,"Once-through Systems (HVAC)",NA,NA,NA,"ostpopdc","st peter prairie du chien","ostpopdc","mississippi river twin cities",NA,NA,"HENNEPIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"golden valley country club","NA","NA","1986-6180","T118N-R21W-S32",NA,"1",NA,"236585","NA",NA,NA,"Golf Course Irrigation",NA,NA,NA,"opdc","prairie du chien","opdc","mississippi river twin cities",NA,NA,"HENNEPIN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.653,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"goligowski edward","NA","NA","1976-3470","T131N-R32W-S27",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","long prairie river",NA,NA,"TODD",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.895,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"golly john golly lynette","NA","NA","1978-3163","T34N-R29W-S29",NA,"1 456958",NA,"456958","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.26,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"golly lynette golly john","NA","NA","1977-3529","T34N-R29W-S32",NA,"1",NA,"107248","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","mississippi river st cloud",NA,NA,"SHERBURNE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.07,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"gonvick city of","NA","NA","1975-1152","T149N-R38W-S10",NA,"1",NA,"233010","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"NA","NA","NA","clearwater river",NA,NA,"CLEARWATER",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"gonvick city of","NA","NA","1975-1152","T149N-R38W-S10",NA,"2",NA,"233011","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"NA","NA","NA","clearwater river",NA,NA,"CLEARWATER",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.728,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"good thunder city of","NA","NA","1975-4263","T106N-R27W-S9",NA,"1",NA,"241398","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"cjdn","jordan","cjdn","le sueur river",NA,NA,"BLUE EARTH",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.671,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goodall arline","NA","goodall theresia","1967-0002","T122N-R34W-S30",NA,"1",NA,"210633","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","north fork crow river",NA,NA,"KANDIYOHI",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goodall arline","NA","goodall theresia","1971-0473","T122N-R35W-S25 NENE",NA,"1",NA,"211162","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qwta","water table","qwta","north fork crow river",NA,NA,"KANDIYOHI",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"gooden mike","NA","NA","1976-5090","T101N-R23W-S27",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","winnebago river",NA,NA,"FREEBORN",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"goodhue city of","NA","NA","1975-5082","T111N-R15W-S21",NA,"3",NA,"509078","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"cfrncigl","tunnel city wonewoc","cfrncigl","zumbro river",NA,NA,"GOODHUE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.624,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"goodhue city of","NA","NA","1975-5082","T111N-R15W-S21",NA,"1",NA,"435180","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"cjdn","jordan","cjdn","zumbro river",NA,NA,"GOODHUE",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.131,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"goodridge city of","NA","NA","1984-1137","T154N-R40W-S21 SWNW",NA,"1",NA,"226284","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","thief river",NA,NA,"PENNINGTON",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.734,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"goodview city of","NA","NA","1976-5149","T107N-R7W-S17",NA,"1",NA,"219171","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"cecrcmts","eau claire mt simon","cecrcmts","mississippi river winona",NA,NA,"WINONA",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.079,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"goodview city of","NA","NA","1976-5149","T107N-R7W-S17",NA,"2",NA,"112210","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"cmts","mt simon","cmts","mississippi river winona",NA,NA,"WINONA",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.045,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","PS",NA,"goodview city of","NA","NA","1989-5070","T107N-R7W-S19",NA,"1",NA,"449410","NA",NA,NA,"Municipal/Public Water Supply",NA,NA,NA,"cmtspmhn","mt simon hinckley","cmtspmhn","mississippi river winona",NA,NA,"WINONA",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.526,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goodwin nathan","NA","NA","1977-5126","T104N-R18W-S29",NA,"1",NA,"132239","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"dsplomaq","spillville maquoketa","dsplomaq","cedar river",NA,NA,"MOWER",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"goody s farms limited liability corporation","NA","nath ben","1976-4430","T118N-R41W-S23",NA,"110456",NA,"110456","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","chippewa river",NA,NA,"CHIPPEWA",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"gopher resource gopher resource limited liability corporation attn maria mccann","NA","NA","1986-6064","T27N-R23W-S12 SESW",NA,"1",NA,"249060","NA",NA,NA,"Metal Processing",NA,NA,NA,"qbaa","quaternary buried artesian","qbaa","lower minnesota river",NA,NA,"DAKOTA",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.924,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"gopher state ethanol limited liability corporation","NA","NA","1980-6059","T28N-R23W-S12",NA,"6",NA,"231882","NA",NA,NA,"Agricultural/Food Processing",NA,NA,NA,"cmtspmhn","mt simon hinckley","cmtspmhn","mississippi river twin cities",NA,NA,"RAMSEY",NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.472,"mgal",NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
